"NAICS_Code","SIC4","NAICS_Description","SIC_Description","Establishments","Employees","Annual_Payroll","Est_weight","Emp_weight","Pay_weight"
"522320","6099","Financial transactions processing, reserve, & clearinghouse act","Functions related to deposit banking",4936,68342,2790335260,0.05,0.06,0.09
"522320","6153","Financial transactions processing, reserve, & clearinghouse act","Short-term business credit",2093,69706,3057063997,0.02,0.06,0.1
"522320","7389","Financial transactions processing, reserve, & clearinghouse act","Business services, nec",101469,1008027,25032205298,0.93,0.88,0.81
"522390","6099","Other activities related to credit intermediation","Functions related to deposit banking",4936,68342,2790335260,0.22,0.24,0.22
"522390","6162","Other activities related to credit intermediation","Mortgage bankers and correspondents",17152,213808,9918929200,0.78,0.76,0.78
"523110","6211","Investment banking & securities dealing","Security brokers and dealers",21900,446062,52674584096,1,1,1
"523120","6211","Securities brokerage","Security brokers and dealers",21900,446062,52674584096,1,1,1
"523130","6099","Commodity contracts dealing","Functions related to deposit banking",4936,68342,2790335260,0.41,0.68,0.52
"523130","6221","Commodity contracts dealing","Commodity contracts brokers, dealers",2048,17130,1365444983,0.17,0.17,0.25
"523130","6799","Commodity contracts dealing","Investors, nec",5033,15354,1228768809,0.42,0.15,0.23
"523140","6221","Commodity contracts brokerage","Commodity contracts brokers, dealers",2048,17130,1365444983,1,1,1
"523210","6231","Securities & commodity exchanges","Security and commodity exchanges",218,8320,542848860,1,1,1
"523910","6211","Miscellaneous intermediation","Security brokers and dealers",21900,446062,52674584096,0.77,0.96,0.97
"523910","6792","Miscellaneous intermediation","Oil royalty traders",1444,3657,172493723,0.05,0.01,0
"523910","6799","Miscellaneous intermediation","Investors, nec",5033,15354,1228768809,0.18,0.03,0.02
"523920","6282","Portfolio management","Investment advice",15626,97786,11668089446,0.67,0.76,0.86
"523920","6733","Portfolio management","Trusts, nec",2818,14904,686229165,0.12,0.12,0.05
"523920","6799","Portfolio management","Investors, nec",5033,15354,1228768809,0.21,0.12,0.09
"523930","6282","Investment advice","Investment advice",15626,97786,11668089446,1,1,1
"523991","6091","Trust, fiduciary, & custody activities","Nondeposit trust facilities",264,10242,565490886,0.03,0.08,0.1
"523991","6099","Trust, fiduciary, & custody activities","Functions related to deposit banking",4936,68342,2790335260,0.56,0.56,0.5
"523991","6289","Trust, fiduciary, & custody activities","Security & commodity services, nec",760,27567,1570949862,0.09,0.23,0.28
"523991","6733","Trust, fiduciary, & custody activities","Trusts, nec",2818,14904,686229165,0.32,0.12,0.12
"523999","6099","Miscellaneous financial investment activities","Functions related to deposit banking",4936,68342,2790335260,0.18,0.13,0.05
"523999","6211","Miscellaneous financial investment activities","Security brokers and dealers",21900,446062,52674584096,0.79,0.82,0.92
"523999","6289","Miscellaneous financial investment activities","Security & commodity services, nec",760,27567,1570949862,0.03,0.05,0.03
"524113","6311","Direct life insurance carriers","Life insurance",9920,381811,17327928159,0.85,0.86,0.87
"524113","6321","Direct life insurance carriers","Accident and health insurance",1785,62442,2490370028,0.15,0.14,0.13
"524114","6321","Direct health & medical insurance carriers","Accident and health insurance",1785,62442,2490370028,0.38,0.18,0.19
"524114","6324","Direct health & medical insurance carriers","Hospital and medical service plans",2914,277819,10922382271,0.62,0.82,0.81
"524126","6331","Direct property & casualty insurance carriers","Fire, marine, and casualty insurance",22771,537775,25184012585,0.95,0.96,0.96
"524126","6351","Direct property & casualty insurance carriers","Surety insurance",1302,20011,1148371356,0.05,0.04,0.04
"524127","6361","Direct title insurance carriers","Title insurance",5333,72293,2711935147,1,1,1
"524128","6399","All other direct insurance carriers","Insurance carriers, nec",411,11368,678445072,1,1,1
"524130","6311","Reinsurance carriers","Life insurance",9920,381811,17327928159,0.22,0.28,0.29
"524130","6321","Reinsurance carriers","Accident and health insurance",1785,62442,2490370028,0.04,0.05,0.04
"524130","6324","Reinsurance carriers","Hospital and medical service plans",2914,277819,10922382271,0.07,0.2,0.18
"524130","6331","Reinsurance carriers","Fire, marine, and casualty insurance",22771,537775,25184012585,0.51,0.39,0.42
"524130","6351","Reinsurance carriers","Surety insurance",1302,20011,1148371356,0.03,0.01,0.02
"524130","6361","Reinsurance carriers","Title insurance",5333,72293,2711935147,0.12,0.05,0.04
"524130","6399","Reinsurance carriers","Insurance carriers, nec",411,11368,678445072,0.01,0.01,0.01
"524210","6411","Insurance agencies & brokerages","Insurance agents, brokers, & service",127844,726591,28518278165,1,1,1
"524291","6411","Claims adjusting","Insurance agents, brokers, & service",127844,726591,28518278165,1,1,1
"524292","6371","Third party administration of insurance & pension funds","Pension, health, and welfare funds",3113,48552,2150854124,0.02,0.06,0.07
"524292","6411","Third party administration of insurance & pension funds","Insurance agents, brokers, & service",127844,726591,28518278165,0.98,0.94,0.93
"524298","6411","All other insurance related activities","Insurance agents, brokers, & service",127844,726591,28518278165,1,1,1
"525930","6798","Real Estate Investment Trusts (REITs)","Real estate investment trusts",524,3071,174987243,1,1,1
"531110","6513","Lessors of residential buildings & dwellings","Apartment building operators",59334,365521,7616537148,0.92,0.95,0.95
"531110","6514","Lessors of residential buildings & dwellings","Dwelling operators, exc. apartments",5271,19489,437652052,0.08,0.05,0.05
"531120","6512","Lessors of nonresidential buildings (except miniwarehouses)","Nonresidential building operators",24901,169473,5126200741,1,1,1
"531130","4225","Lessors of miniwarehouses & self storage units","General warehousing and storage",9195,95933,2440450308,1,1,1
"531190","6515","Lessors of other real estate property","Mobile home site operators",8625,31900,554973373,0.79,0.77,0.69
"531190","6517","Lessors of other real estate property","Railroad property lessors",17,53,1475153,0,0,0
"531190","6519","Lessors of other real estate property","Real property lessors, nec",2331,9302,249052962,0.21,0.23,0.31
"531210","6531","Offices of real estate agents &  brokers","Real estate agents and managers",130315,718771,22052889467,1,1,1
"531311","6531","Residential property managers","Real estate agents and managers",130315,718771,22052889467,1,1,1
"531312","6531","Nonresidential property managers","Real estate agents and managers",130315,718771,22052889467,1,1,1
"531320","6531","Offices of real estate appraisers","Real estate agents and managers",130315,718771,22052889467,1,1,1
"531390","6531","Other activities related to real estate","Real estate agents and managers",130315,718771,22052889467,1,1,1
"532111","7514","Passenger car rental","Passenger car rental",6248,128737,2993559842,1,1,1
"532112","7515","Passenger car leasing","Passenger car leasing",1092,8876,354191143,1,1,1
"532120","7513","Truck, utility trailer, & RV rental & leasing","Truck rental and leasing, no drivers",4336,49716,1648738608,0.84,0.86,0.89
"532120","7519","Truck, utility trailer, & RV rental & leasing","Utility trailer rental",851,7963,206920462,0.16,0.14,0.11
"532210","7359","Consumer electronics & appliances rental","Equipment rental & leasing, nec",19887,163682,5071653198,1,1,1
"532220","7299","Formal wear & costume rental","Miscellaneous personal services, nec",17350,109291,1510554643,0.81,0.63,0.35
"532220","7819","Formal wear & costume rental","Services allied to motion pictures",4052,63437,2835688320,0.19,0.37,0.65
"532230","7841","Video tape & disk rental","Video tape rental",18757,159643,1602598671,1,1,1
"532291","7352","Home health equipment rental","Medical equipment rental",3670,40284,1245598873,1,1,1
"532292","7999","Recreational goods rental","Amusement and recreation, nec",34146,607282,9878938260,1,1,1
"532299","7299","All other consumer goods rental","Miscellaneous personal services, nec",17350,109291,1510554643,0.47,0.4,0.23
"532299","7359","All other consumer goods rental","Equipment rental & leasing, nec",19887,163682,5071653198,0.53,0.6,0.77
"532310","7359","General rental centers","Equipment rental & leasing, nec",19887,163682,5071653198,1,1,1
"532411","4499","Commercial air/rail/water transportation equip rental & leasing","Water transportation services, nec",1923,20831,754223787,0.09,0.11,0.13
"532411","4741","Commercial air/rail/water transportation equip rental & leasing","Rental of railroad cars",156,2285,116842703,0.01,0.01,0.02
"532411","7359","Commercial air/rail/water transportation equip rental & leasing","Equipment rental & leasing, nec",19887,163682,5071653198,0.91,0.88,0.85
"532412","7353","Construction/mining/forestry machinery & equip rental & leasing","Heavy construction equipment rental",4244,46054,1746676384,0.18,0.22,0.26
"532412","7359","Construction/mining/forestry machinery & equip rental & leasing","Equipment rental & leasing, nec",19887,163682,5071653198,0.82,0.78,0.74
"532420","7359","Office machinery & equipment rental & leasing","Equipment rental & leasing, nec",19887,163682,5071653198,0.95,0.95,0.91
"532420","7377","Office machinery & equipment rental & leasing","Computer rental & leasing",963,8567,521435723,0.05,0.05,0.09
"532490","7352","Oth commercial/industrial machinery & equipment rental & leasing","Medical equipment rental",3670,40284,1245598873,0.1,0.11,0.1
"532490","7359","Oth commercial/industrial machinery & equipment rental & leasing","Equipment rental & leasing, nec",19887,163682,5071653198,0.56,0.43,0.4
"532490","7819","Oth commercial/industrial machinery & equipment rental & leasing","Services allied to motion pictures",4052,63437,2835688320,0.11,0.17,0.22
"532490","7922","Oth commercial/industrial machinery & equipment rental & leasing","Theatrical producers and services",7797,111391,3459079070,0.22,0.29,0.27
"533110","6792","Lessors of intangible assets, except copyrighted works","Oil royalty traders",1444,3657,172493723,0.38,0.14,0.12
"533110","6794","Lessors of intangible assets, except copyrighted works","Patent owners and lessors",2371,23085,1308471271,0.62,0.86,0.88
"541110","8111","Offices of lawyers","Legal services",161229,948944,48127094738,1,1,1
"541191","6541","Title abstract & settlement offices","Title abstract offices",4655,33700,1026626775,1,1,1
"541199","7389","All other legal services","Business services, nec",101469,1008027,25032205298,1,1,1
"541211","8721","Offices of certified public accountants","Accounting, auditing, & bookkeeping",87046,599744,24017925038,1,1,1
"541213","7291","Tax return preparation services","Tax return preparation services",8639,55679,788429411,1,1,1
"541214","7819","Payroll services","Services allied to motion pictures",4052,63437,2835688320,0.04,0.1,0.11
"541214","8721","Payroll services","Accounting, auditing, & bookkeeping",87046,599744,24017925038,0.96,0.9,0.89
"541219","8721","Other accounting services","Accounting, auditing, & bookkeeping",87046,599744,24017925038,1,1,1
"541310","8712","Architectural services","Architectural services",19603,146968,6704031650,1,1,1
"541330","8711","Engineering services","Engineering services",47636,711556,35333890404,1,1,1
"541340","7389","Drafting services","Business services, nec",101469,1008027,25032205298,1,1,1
"541350","7389","Building inspection services","Business services, nec",101469,1008027,25032205298,1,1,1
"541360","1081","Geophysical surveying & mapping services","Metal mining services",355,3972,187570366,0.03,0.05,0.06
"541360","1382","Geophysical surveying & mapping services","Oil and gas exploration services",1687,22779,1266566384,0.14,0.27,0.4
"541360","1481","Geophysical surveying & mapping services","Nonmetallic minerals services",168,1385,53736358,0.01,0.02,0.02
"541360","8713","Geophysical surveying & mapping services","Surveying services",9520,56699,1645405914,0.81,0.67,0.52
"541370","7389","Surveying & mapping (except geophysical) services","Business services, nec",101469,1008027,25032205298,0.91,0.95,0.94
"541370","8713","Surveying & mapping (except geophysical) services","Surveying services",9520,56699,1645405914,0.09,0.05,0.06
"541380","8734","Testing laboratories","Testing laboratories",7412,93482,3294421502,1,1,1
"541410","7389","Interior design services","Business services, nec",101469,1008027,25032205298,1,1,1
"541420","7389","Industrial design services","Business services, nec",101469,1008027,25032205298,1,1,1
"541430","7336","Graphic design services","Commercial art and graphic design",13493,62534,2611288805,0.73,0.43,0.52
"541430","8099","Graphic design services","Health and allied services, nec",5043,82816,2457730376,0.27,0.57,0.48
"541490","7389","Other specialized design services","Business services, nec",101469,1008027,25032205298,1,1,1
"541511","7371","Custom computer programming services","Computer programming services",31239,324030,19352724320,1,1,1
"541512","7373","Computer systems design services","Computer integrated systems design",7952,161525,10011734547,0.16,0.36,0.38
"541512","7379","Computer systems design services","Computer related services, nec",43230,282132,16684446492,0.84,0.64,0.62
"541513","7376","Computer facilities management services","Computer facilities management",892,27643,1480072036,1,1,1
"541519","7379","Other computer related services","Computer related services, nec",43230,282132,16684446492,1,1,1
"541611","8742","Administrative management & general management consulting service","Management consulting services",59335,332476,18790817663,1,1,1
"541612","7361","Human resources & executive search consulting services","Employment agencies",15361,351081,8879597547,0.18,0.47,0.29
"541612","8742","Human resources & executive search consulting services","Management consulting services",59335,332476,18790817663,0.69,0.45,0.61
"541612","8999","Human resources & executive search consulting services","Services, nec",11719,61588,3382802393,0.14,0.08,0.11
"541613","8742","Marketing consulting services","Management consulting services",59335,332476,18790817663,1,1,1
"541614","8742","Process, physical distribution, & logistics consulting services","Management consulting services",59335,332476,18790817663,1,1,1
"541618","4731","Other management consulting services","Freight transportation arrangement",17192,174149,6326418183,0.33,0.5,0.43
"541618","8748","Other management consulting services","Business consulting, nec",35246,172380,8512254378,0.67,0.5,0.57
"541620","8999","Environmental consulting services","Services, nec",11719,61588,3382802393,1,1,1
"541690","8748","Other scientific & technical consulting services","Business consulting, nec",35246,172380,8512254378,0.75,0.74,0.72
"541690","8999","Other scientific & technical consulting services","Services, nec",11719,61588,3382802393,0.25,0.26,0.28
"541710","8731","R&D in the physical, engineering, & life sciences","Commercial physical research",7699,225826,13858757690,0.56,0.58,0.66
"541710","8733","R&D in the physical, engineering, & life sciences","Noncommercial research organizations",5985,166564,7040198079,0.44,0.42,0.34
"541720","8732","R&D in the social sciences & humanities","Commercial nonphysical research",6475,130721,4335541473,0.52,0.44,0.38
"541720","8733","R&D in the social sciences & humanities","Noncommercial research organizations",5985,166564,7040198079,0.48,0.56,0.62
"541810","7311","Advertising agencies","Advertising agencies",16635,168401,9208219882,1,1,1
"541820","8743","Public relations agencies","Public relations services",6370,38559,2141452188,1,1,1
"541830","7319","Media buying services","Advertising, nec",3374,43822,1246501360,1,1,1
"541840","7313","Media representatives","Radio, TV, publisher representatives",2523,27741,1472093763,1,1,1
"541850","7312","Display advertising","Outdoor advertising services",1302,13844,577004161,0.28,0.24,0.32
"541850","7319","Display advertising","Advertising, nec",3374,43822,1246501360,0.72,0.76,0.68
"541860","7331","Direct mail advertising","Direct mail advertising services",4368,109037,3241745276,1,1,1
"541870","7319","Advertising material distribution services","Advertising, nec",3374,43822,1246501360,1,1,1
"541890","5199","Other services related to advertising","Nondurable goods, nec",32427,164301,5392347626,0.24,0.14,0.17
"541890","7319","Other services related to advertising","Advertising, nec",3374,43822,1246501360,0.02,0.04,0.04
"541890","7389","Other services related to advertising","Business services, nec",101469,1008027,25032205298,0.74,0.83,0.79
"541910","8732","Marketing research & public opinion polling","Commercial nonphysical research",6475,130721,4335541473,1,1,1
"541921","7221","Photographic studios, portrait","Photographic studios, portrait",12340,70395,1127715804,1,1,1
"541922","7335","Commercial photography","Commercial photography",4165,15528,532195059,0.45,0.16,0.18
"541922","8099","Commercial photography","Health and allied services, nec",5043,82816,2457730376,0.55,0.84,0.82
"541930","7389","Translation & interpretation services","Business services, nec",101469,1008027,25032205298,1,1,1
"541990","7389","All other professional, scientific, & technical services","Business services, nec",101469,1008027,25032205298,1,1,1
"551111","6712","Offices of bank holding companies","Bank holding companies",753,27134,1872936960,1,1,1
"551112","6082","Offices of other holding companies","Foreign trade & international banks",64,1717,128289447,0.01,0.02,0.02
"551112","6719","Offices of other holding companies","Holding companies, nec",8425,78488,7878220230,0.99,0.98,0.98
"561110","8741","Office administrative services","Management services",34224,318709,15128592752,1,1,1
"561210","8744","Facilities support services","Facilities support services",1386,88024,2777476611,1,1,1
"561310","7361","Employment placement agencies","Employment agencies",15361,351081,8879597547,0.56,0.67,0.59
"561310","7819","Employment placement agencies","Services allied to motion pictures",4052,63437,2835688320,0.15,0.12,0.19
"561310","7922","Employment placement agencies","Theatrical producers and services",7797,111391,3459079070,0.29,0.21,0.23
"561320","7363","Temporary help services","Help supply services",32100,2642564,43009766968,1,1,1
"561330","7363","Employee leasing services","Help supply services",32100,2642564,43009766968,1,1,1
"561410","7338","Document preparation services","Secretarial & court reporting",7723,44910,1064418730,1,1,1
"561421","4813","Telephone answering services","Telephone communications, exc. radio",22300,820261,43090220544,0.18,0.45,0.63
"561421","7389","Telephone answering services","Business services, nec",101469,1008027,25032205298,0.82,0.55,0.37
"561422","7389","Telemarketing bureaus","Business services, nec",101469,1008027,25032205298,1,1,1
"561431","7389","Private mail centers","Business services, nec",101469,1008027,25032205298,1,1,1
"561439","7334","Other business service centers (including copy shops)","Photocopying & duplicating services",5737,76729,1857765678,1,1,1
"561440","7322","Collection agencies","Adjustment & collection services",5803,96327,2556937843,1,1,1
"561450","7323","Credit bureaus","Credit reporting services",1812,37288,1294618536,1,1,1
"561491","7322","Repossession services","Adjustment & collection services",5803,96327,2556937843,0.05,0.09,0.09
"561491","7389","Repossession services","Business services, nec",101469,1008027,25032205298,0.95,0.91,0.91
"561492","7338","Court reporting & stenotype services","Secretarial & court reporting",7723,44910,1064418730,1,1,1
"561499","7389","All other business support services","Business services, nec",101469,1008027,25032205298,1,1,1
"561510","4724","Travel agencies","Travel agencies",26261,171600,4402347252,1,1,1
"561520","4725","Tour operators","Tour operators",3404,33691,905431867,1,1,1
"561591","7389","Convention & visitors bureaus","Business services, nec",101469,1008027,25032205298,1,1,1
"561599","4729","All other travel arrangement & reservation services","Passenger transport arrangement, nec",1261,12292,320785931,0.01,0.01,0.01
"561599","7389","All other travel arrangement & reservation services","Business services, nec",101469,1008027,25032205298,0.67,0.56,0.62
"561599","7922","All other travel arrangement & reservation services","Theatrical producers and services",7797,111391,3459079070,0.05,0.06,0.09
"561599","7999","All other travel arrangement & reservation services","Amusement and recreation, nec",34146,607282,9878938260,0.22,0.34,0.24
"561599","8699","All other travel arrangement & reservation services","Membership organizations, nec",7405,73218,1763908577,0.05,0.04,0.04
"561611","7381","Investigation services","Detective & armored car services",13884,563881,8412280475,1,1,1
"561612","7381","Security guards & patrol services","Detective & armored car services",13884,563881,8412280475,1,1,1
"561613","7381","Armored car services","Detective & armored car services",13884,563881,8412280475,1,1,1
"561621","7382","Security systems services (except locksmiths)","Security systems services",3382,58329,1710230646,1,1,1
"561622","7699","Locksmiths","Repair services, nec",35470,180902,5128596872,1,1,1
"561710","7342","Exterminating & pest control services","Disinfecting & pest control services",10757,87908,2119008540,1,1,1
"561720","4581","Janitorial services","Airports, flying fields, & services",5597,140066,3779237442,0.08,0.13,0.23
"561720","7342","Janitorial services","Disinfecting & pest control services",10757,87908,2119008540,0.15,0.08,0.13
"561720","7349","Janitorial services","Building maintenance services, nec",56274,855756,10763434647,0.77,0.79,0.65
"561740","7217","Carpet & upholstery cleaning services","Carpet and upholstery cleaning",8618,42685,738038952,1,1,1
"561790","4959","Other services to buildings & dwellings","Sanitary services, nec",2899,31648,1131858536,0.02,0.03,0.04
"561790","7389","Other services to buildings & dwellings","Business services, nec",101469,1008027,25032205298,0.73,0.83,0.8
"561790","7699","Other services to buildings & dwellings","Repair services, nec",35470,180902,5128596872,0.25,0.15,0.16
"561910","7389","Packaging & labeling services","Business services, nec",101469,1008027,25032205298,1,1,1
"561920","7389","Convention & trade show organizers","Business services, nec",101469,1008027,25032205298,1,1,1
"561990","7389","All other support services","Business services, nec",101469,1008027,25032205298,0.74,0.85,0.75
"561990","8748","All other support services","Business consulting, nec",35246,172380,8512254378,0.26,0.15,0.25
"562111","4212","Solid waste collection","Local trucking, without storage",62242,479494,13551203466,1,1,1
"562112","4212","Hazardous waste collection","Local trucking, without storage",62242,479494,13551203466,1,1,1
"562119","4212","Other waste collection","Local trucking, without storage",62242,479494,13551203466,1,1,1
"562211","4953","Hazardous waste treatment & disposal","Refuse systems",6179,160359,5954636490,1,1,1
"562212","4953","Solid waste landfill","Refuse systems",6179,160359,5954636490,1,1,1
"562213","4953","Solid waste combustors & incinerators","Refuse systems",6179,160359,5954636490,1,1,1
"562219","4953","Other nonhazardous waste treatment & disposal","Refuse systems",6179,160359,5954636490,1,1,1
"562910","1799","Remediation services","Special trade contractors, nec",34048,256193,7154169241,0.92,0.89,0.86
"562910","4959","Remediation services","Sanitary services, nec",2899,31648,1131858536,0.08,0.11,0.14
"562920","4953","Materials recovery facility","Refuse systems",6179,160359,5954636490,1,1,1
"562991","7359","Septic tank & related services","Equipment rental & leasing, nec",19887,163682,5071653198,0.36,0.48,0.5
"562991","7699","Septic tank & related services","Repair services, nec",35470,180902,5128596872,0.64,0.52,0.5
"562998","4959","All other miscellaneous waste management services","Sanitary services, nec",2899,31648,1131858536,1,1,1
"611410","8244","Business & secretarial schools","Business and secretarial schools",525,14156,292556180,1,1,1
"611420","8243","Computer training","Data processing schools",2416,23220,828659279,1,1,1
"611430","8299","Professional & management development training","Schools & educational services, nec",18819,163395,3633759150,1,1,1
"611511","7231","Cosmetology & barber schools","Beauty shops",77148,402697,5601468195,0.95,0.97,0.97
"611511","7241","Cosmetology & barber schools","Barber shops",3689,11116,174497786,0.05,0.03,0.03
"611512","8249","Flight training","Vocational schools, nec",3917,58107,1529183097,0.17,0.26,0.3
"611512","8299","Flight training","Schools & educational services, nec",18819,163395,3633759150,0.83,0.74,0.7
"611513","8249","Apprenticeship training","Vocational schools, nec",3917,58107,1529183097,1,1,1
"611519","8243","Other trade & technical schools","Data processing schools",2416,23220,828659279,0.38,0.29,0.35
"611519","8249","Other trade & technical schools","Vocational schools, nec",3917,58107,1529183097,0.62,0.71,0.65
"611610","7911","Fine arts schools","Dance studios, schools, and halls",5329,27148,257729511,0.22,0.14,0.07
"611610","8299","Fine arts schools","Schools & educational services, nec",18819,163395,3633759150,0.78,0.86,0.93
"611620","7999","Sports & recreation instruction","Amusement and recreation, nec",34146,607282,9878938260,1,1,1
"611630","8299","Language schools","Schools & educational services, nec",18819,163395,3633759150,1,1,1
"611691","8299","Exam preparation & tutoring","Schools & educational services, nec",18819,163395,3633759150,1,1,1
"611692","8299","Automobile driving schools","Schools & educational services, nec",18819,163395,3633759150,1,1,1
"611699","8299","All other miscellaneous schools & instruction","Schools & educational services, nec",18819,163395,3633759150,1,1,1
"611710","8299","Educational support services","Schools & educational services, nec",18819,163395,3633759150,0.35,0.49,0.3
"611710","8748","Educational support services","Business consulting, nec",35246,172380,8512254378,0.65,0.51,0.7
"621111","8011","Offices of physicians (except mental health specialists)","Offices & clinics of medical doctors",183966,1747077,93955202847,0.96,0.97,0.98
"621111","8031","Offices of physicians (except mental health specialists)","Offices of osteopathic physicians",7481,48924,1986196385,0.04,0.03,0.02
"621112","8011","Offices of physicians, mental health specialists","Offices & clinics of medical doctors",183966,1747077,93955202847,0.96,0.97,0.98
"621112","8031","Offices of physicians, mental health specialists","Offices of osteopathic physicians",7481,48924,1986196385,0.04,0.03,0.02
"621210","8021","Offices of dentists","Offices and clinics of dentists",108726,630976,18368197387,1,1,1
"621310","8041","Offices of chiropractors","Offices and clinics of chiropractors",28782,85838,1841835687,1,1,1
"621320","8042","Offices of optometrists","Offices and clinics of optometrists",15975,77214,1765845022,1,1,1
"621330","8049","Offices of mental health practitioners (except physicians)","Offices of health practitioners, nec",32883,244059,7558865653,1,1,1
"621340","8049","Offices of physical, occup, & speech therapists & audiologists","Offices of health practitioners, nec",32883,244059,7558865653,1,1,1
"621391","8043","Offices of podiatrists","Offices and clinics of podiatrists",7856,28284,765729549,1,1,1
"621399","8049","Offices of all other miscellaneous health practitioners","Offices of health practitioners, nec",32883,244059,7558865653,1,1,1
"621410","8093","Family planning centers","Specialty outpatient clinics, nec",8818,250199,6665824701,0.64,0.75,0.73
"621410","8099","Family planning centers","Health and allied services, nec",5043,82816,2457730376,0.36,0.25,0.27
"621420","8093","Outpatient mental health & substance abuse centers","Specialty outpatient clinics, nec",8818,250199,6665824701,1,1,1
"621491","8011","HMO medical centers","Offices & clinics of medical doctors",183966,1747077,93955202847,1,1,1
"621492","8092","Kidney dialysis centers","Kidney dialysis centers",1701,45307,1381513502,1,1,1
"621493","8011","Freestanding ambulatory surgical & emergency centers","Offices & clinics of medical doctors",183966,1747077,93955202847,1,1,1
"621498","8093","All other outpatient care centers","Specialty outpatient clinics, nec",8818,250199,6665824701,1,1,1
"621511","8071","Medical laboratories","Medical laboratories",7970,153331,5406687143,1,1,1
"621512","8071","Diagnostic imaging centers","Medical laboratories",7970,153331,5406687143,1,1,1
"621610","8082","Home health care services","Home health care services",15097,712827,13456550021,1,1,1
"621910","4119","Ambulance services","Local passenger transportation, nec",9754,172005,3326386424,0.78,0.79,0.68
"621910","4522","Ambulance services","Air transportation, nonscheduled",2755,45278,1578071884,0.22,0.21,0.32
"621991","8099","Blood & organ banks","Health and allied services, nec",5043,82816,2457730376,1,1,1
"621999","8099","All other miscellaneous ambulatory health care services","Health and allied services, nec",5043,82816,2457730376,1,1,1
"622110","8062","General medical & surgical hospitals","General medical & surgical hospitals",7315,4506297,142010928572,0.85,0.95,0.95
"622110","8069","General medical & surgical hospitals","Specialty hospitals exc. psychiatric",1279,243714,7921446248,0.15,0.05,0.05
"622210","8063","Psychiatric & substance abuse hospitals","Psychiatric hospitals",1766,271349,8194459347,0.58,0.53,0.51
"622210","8069","Psychiatric & substance abuse hospitals","Specialty hospitals exc. psychiatric",1279,243714,7921446248,0.42,0.47,0.49
"622310","8069","Specialty (except psychiatric & substance abuse) hospitals","Specialty hospitals exc. psychiatric",1279,243714,7921446248,1,1,1
"623110","8051","Nursing care facilities","Skilled nursing care facilities",12421,1383245,25942414769,0.62,0.75,0.76
"623110","8052","Nursing care facilities","Intermediate care facilities",2877,220638,3712211106,0.14,0.12,0.11
"623110","8059","Nursing care facilities","Nursing and personal care, nec",4787,247231,4523559083,0.24,0.13,0.13
"623210","8059","Residential mental retardation facilities","Nursing and personal care, nec",4787,247231,4523559083,1,1,1
"623220","8361","Residential mental health & substance abuse facilities","Residential care",36099,821406,14903501116,1,1,1
"623311","8051","Continuing care retirement communities","Skilled nursing care facilities",12421,1383245,25942414769,0.72,0.85,0.85
"623311","8059","Continuing care retirement communities","Nursing and personal care, nec",4787,247231,4523559083,0.28,0.15,0.15
"623312","8361","Homes for the elderly","Residential care",36099,821406,14903501116,1,1,1
"623990","8361","Other residential care facilities","Residential care",36099,821406,14903501116,1,1,1
"624110","8322","Child & youth services","Individual and family services",41697,869278,17463462807,0.52,0.64,0.73
"624110","8641","Child & youth services","Civic and social associations",38997,487161,6624066902,0.48,0.36,0.27
"624120","8322","Services for the elderly & persons with disabilities","Individual and family services",41697,869278,17463462807,1,1,1
"624190","8322","Other individual & family services","Individual and family services",41697,869278,17463462807,1,1,1
"624210","8322","Community food services","Individual and family services",41697,869278,17463462807,1,1,1
"624221","8322","Temporary shelters","Individual and family services",41697,869278,17463462807,1,1,1
"624229","8322","Other community housing services","Individual and family services",41697,869278,17463462807,1,1,1
"624230","8322","Emergency & other relief services","Individual and family services",41697,869278,17463462807,1,1,1
"624310","8331","Vocational rehabilitation services","Job training and related services",10196,300623,5382030654,1,1,1
"624410","7299","Child day care services","Miscellaneous personal services, nec",17350,109291,1510554643,0.24,0.16,0.17
"624410","8351","Child day care services","Child day care services",54547,583743,7182073892,0.76,0.84,0.83
"711110","5812","Theater companies & dinner theaters","Eating places",446755,7655898,80541247882,0.98,0.99,0.96
"711110","7922","Theater companies & dinner theaters","Theatrical producers and services",7797,111391,3459079070,0.02,0.01,0.04
"711120","7922","Dance companies","Theatrical producers and services",7797,111391,3459079070,1,1,1
"711130","7929","Musical groups & artists","Entertainers & entertainment groups",9752,57750,2857785234,1,1,1
"711190","7929","Other performing arts companies","Entertainers & entertainment groups",9752,57750,2857785234,0.22,0.09,0.22
"711190","7999","Other performing arts companies","Amusement and recreation, nec",34146,607282,9878938260,0.78,0.91,0.78
"711211","7941","Sports teams & clubs","Sports clubs, managers, & promoters",2481,60400,5584896572,1,1,1
"711212","7948","Racetracks","Racing, including track operation",3687,65345,1256523318,1,1,1
"711219","7948","Other spectator sports","Racing, including track operation",3687,65345,1256523318,0.1,0.1,0.11
"711219","7999","Other spectator sports","Amusement and recreation, nec",34146,607282,9878938260,0.9,0.9,0.89
"711310","6512","Promoters of performing arts, sports, & similar events w/facility","Nonresidential building operators",24901,169473,5126200741,0.71,0.5,0.36
"711310","7922","Promoters of performing arts, sports, & similar events w/facility","Theatrical producers and services",7797,111391,3459079070,0.22,0.33,0.24
"711310","7941","Promoters of performing arts, sports, & similar events w/facility","Sports clubs, managers, & promoters",2481,60400,5584896572,0.07,0.18,0.39
